Acelerador,Autonomía,Corriente Instantanea,Odómetro,P. Cons. Ini Mov.,P. Gen. Freno Umbral 1,P. Gen. Freno Umbral 2,P. Gen. Freno Umbral 3,P. Gen. Freno Umbral 4,P. Gen. Freno Umbral 5,P. Gen. Freno Umbral 6,P. Gen. Retardador,P. Gen. TPS en uso,Pedal de Freno,Potencia Total Consumida,Potencia Total Generada,Presión Aire 1,Presión Aire 2,SOC,Temperatura de Motor,Velocidad,Voltaje Instantaneo,latitud,longitud,hora
0.0,172.0,6.1,24989.0,3061.4,-126.4,-12083.4,-10462.6,-104.1,-2.9,0.0,-345.3,-53.1,0.0,69227.5,-23192.1,1000.0,1000.0,79.0,76.0,0.0,637.2,-33.594145,-70.579006,2019-08-05 17:11:57
0.0,172.0,6.1,24989.0,3061.4,-126.4,-12083.4,-10462.6,-104.1,-2.9,0.0,-345.3,-53.1,0.0,69227.5,-23192.1,1000.0,1000.0,79.0,76.0,0.0,637.2,-33.594145,-70.579006,2019-08-05 17:11:57
4.0,170.0,78.3,24989.9,3146.7,-130.8,-12288.7,-10673.5,-104.1,-2.9,0.0,-348.0,-53.1,0.0,70982.8,-23616.5,856.0,856.0,79.0,74.0,36.0,634.3,-33.601332,-70.577588,2019-08-05 17:14:57
4.0,170.0,78.3,24989.9,3146.7,-130.8,-12288.7,-10673.5,-104.1,-2.9,0.0,-348.0,-53.1,0.0,70982.8,-23616.5,856.0,856.0,79.0,74.0,36.0,634.3,-33.601332,-70.577588,2019-08-05 17:14:57
4.0,170.0,78.3,24989.9,3146.7,-130.8,-12288.7,-10673.5,-104.1,-2.9,0.0,-348.0,-53.1,0.0,70982.8,-23616.5,856.0,856.0,79.0,74.0,36.0,634.3,-33.601332,-70.577588,2019-08-05 17:14:57
4.0,170.0,78.3,24989.9,3146.7,-130.8,-12288.7,-10673.5,-104.1,-2.9,0.0,-348.0,-53.1,0.0,70982.8,-23616.5,856.0,856.0,79.0,74.0,36.0,634.3,-33.601332,-70.577588,2019-08-05 17:14:57
0.0,168.0,7.4,24990.3,3167.9,-131.9,-12504.0,-10673.5,-104.1,-2.9,0.0,-348.1,-53.1,16.0,71430.3,-23833.0,828.0,836.0,78.0,73.0,0.0,637.2,-33.604957,-70.576828,2019-08-05 17:15:57
8.0,180.0,16.5,24990.4,3198.3,-131.9,-12504.0,-10673.5,-104.1,-2.9,0.0,-348.1,-53.1,0.0,71527.1,-23833.0,828.0,836.0,78.0,70.0,2.0,637.2,-33.604957,-70.576828,2019-08-05 17:16:57
26.0,178.0,8.9,24990.8,3270.6,-132.3,-12682.7,-10733.7,-104.1,-2.9,0.0,-348.8,-53.1,0.0,72247.3,-24073.3,812.0,816.0,78.0,70.0,0.0,637.4,-33.608476,-70.576165,2019-08-05 17:18:57
8.0,178.0,3.0,24990.8,3316.6,-132.3,-12696.2,-10733.7,-104.1,-2.9,0.0,-348.8,-53.1,0.0,72392.7,-24086.8,1000.0,1000.0,78.0,69.0,0.0,637.8,-33.608914,-70.575928,2019-08-05 17:19:57
50.0,168.0,41.2,24991.1,3371.5,-133.8,-12773.3,-10838.3,-104.1,-2.9,0.0,-349.3,-53.4,0.0,72912.8,-24270.8,960.0,960.0,78.0,70.0,9.0,636.7,-33.611173,-70.575515,2019-08-05 17:20:57
0.0,408.0,-159.2,24997.1,3584.3,-169.5,-14342.4,-11581.4,-104.1,-2.9,0.0,-590.5,-75.1,23.0,78189.7,-26882.2,840.0,856.0,78.0,72.0,23.0,642.7,-33.632269,-70.610905,2019-08-05 17:34:57
0.0,408.0,2.9,24997.3,3605.4,-171.0,-14480.7,-11586.0,-104.1,-2.9,0.0,-594.4,-75.1,16.0,78366.3,-27030.6,816.0,820.0,78.0,72.0,1.0,638.2,-33.630839,-70.611536,2019-08-05 17:35:57
0.0,500.0,-7.6,24997.6,3627.3,-171.0,-14480.7,-11586.0,-104.1,-2.9,0.0,-603.2,-75.1,0.0,79059.9,-27039.4,800.0,804.0,77.0,72.0,50.0,636.3,-33.633332,-70.611436,2019-08-05 17:36:57
14.0,500.0,53.3,24997.9,3649.3,-172.1,-14740.5,-11630.4,-104.1,-2.9,0.0,-608.1,-75.1,0.0,79217.7,-27349.5,828.0,828.0,77.0,72.0,10.0,636.7,-33.633587,-70.610523,2019-08-05 17:37:57
0.0,462.0,1.7,24998.0,3662.9,-172.1,-14741.2,-11630.4,-104.1,-2.9,0.0,-608.1,-75.1,16.0,79288.9,-27350.1,972.0,972.0,77.0,70.0,0.0,638.0,-33.633287,-70.610606,2019-08-05 17:38:57
0.0,462.0,0.0,24998.0,3662.9,-172.1,-14741.2,-11630.4,-104.1,-2.9,0.0,-608.1,-75.1,0.0,79290.2,-27350.1,960.0,964.0,77.0,67.0,0.0,638.3,-33.633287,-70.610606,2019-08-05 17:39:57
0.0,500.0,0.0,24998.0,3662.9,-172.1,-14741.2,-11630.4,-104.1,-2.9,0.0,-608.1,-75.1,0.0,79290.2,-27350.1,960.0,964.0,77.0,65.0,0.0,638.4,-33.633271,-70.61054,2019-08-05 17:40:57
0.0,500.0,0.0,24998.0,3662.9,-172.1,-14741.2,-11630.4,-104.1,-2.9,0.0,-608.1,-75.1,0.0,79290.2,-27350.1,960.0,968.0,77.0,64.0,0.0,638.5,-33.633271,-70.61054,2019-08-05 17:41:57
0.0,500.0,0.0,24998.0,3662.9,-172.1,-14741.2,-11630.4,-104.1,-2.9,0.0,-608.1,-75.1,0.0,79290.2,-27350.1,960.0,968.0,77.0,64.0,0.0,638.5,-33.633271,-70.61054,2019-08-05 17:41:57
0.0,500.0,0.0,24998.0,3662.9,-172.1,-14741.2,-11630.4,-104.1,-2.9,0.0,-608.1,-75.1,0.0,79290.2,-27350.1,960.0,968.0,77.0,64.0,0.0,638.5,-33.633271,-70.61054,2019-08-05 17:41:57
